UserID,Item1,Item2,bitClassification
3200,1972,3403,1
5664,2914,40,0
578,2557,192,1
5967,1111,3614,1
5043,2431,3522,1
1491,1720,1631,1
3162,1880,2207,0
5655,2765,1438,1
3057,3017,2013,1
778,725,87,1
5337,2993,645,0
225,2584,299,0
77,2781,3282,0
2995,3479,405,1
5396,2251,3536,0
1604,2957,1487,1
2879,41,1888,1
2720,3364,56,0
3595,3415,1874,1
2000,788,463,1
5510,1610,1547,1
4725,255,3142,1
3825,753,836,1
1464,2320,2313,0
3793,852,1529,1
3608,2048,177,0
2335,2579,1312,1
557,3245,3230,1
2317,708,884,1
818,1326,532,0
781,3454,246,1
3139,3652,1803,0
2209,3133,2401,0
2923,2687,273,1
35,2846,3418,0
5176,1900,1547,0
3708,2083,3249,1
4114,1334,353,0
375,3135,1662,0
2113,798,2455,0
3468,2482,1690,0
5538,2453,1043,0
2897,2301,3241,1
865,2043,527,1
697,3097,3604,0
4162,1849,1156,1
1737,2846,988,1
3856,364,1384,1
2977,320,521,0
3900,638,2195,0
3181,1768,638,1
4906,641,394,0
1260,3434,2892,0
2916,124,3180,1
1936,3541,2501,1
1857,2836,1692,1
2192,866,361,1
414,1884,3335,1
4823,3586,417,0
258,2738,2473,0
1525,290,282,0
1325,2772,1095,0
4244,2660,2478,0
5366,3241,733,0
723,3292,52,1
3738,1828,412,0
2014,1750,2068,1
3205,639,1823,0
5033,2807,2375,1
4049,1670,1653,0
5314,1188,517,1
3772,981,562,0
5255,920,2354,0
67,2100,1386,1
3948,1611,2721,1
4582,448,3373,0
270,40,2063,0
4941,1395,507,1
4918,2871,3454,0
5586,2463,2740,1
2106,133,2327,1
70,1883,1821,1
5830,274,2451,0
2080,1895,2353,1
281,3294,3549,1
2568,3691,208,0
4446,2609,2026,1
6028,186,1986,1
2935,3508,4,1
3397,2045,1733,1
4556,566,2509,0
4065,2726,2799,0
4076,1018,2320,0
2986,2862,762,1
3542,2993,1310,1
2408,890,1618,0
1434,2898,2138,1
3006,705,3576,1
3213,2385,3175,1
4277,2340,3118,1
3533,1760,3007,0
2166,2507,1462,1
1023,3286,3145,1
1453,2380,1787,1
4132,85,555,0
2375,2733,1546,0
1861,2298,3476,0
2537,269,1397,1
2845,2987,964,0
1299,810,1601,0
1461,2002,678,1
3249,3214,1123,0
4011,768,1695,0
1880,1474,2031,1
92,3682,405,0
5224,192,1015,0
5709,287,1014,0
5819,2419,595,1
1259,3593,2167,1
3106,1221,572,0
2715,2443,603,1
2168,2959,849,1
2182,968,3298,0
4737,448,1459,0
2444,1900,2424,0
385,3211,1431,0
1687,1468,129,0
5598,1997,2141,0
774,274,3316,0
259,2503,566,0
4978,406,439,0
1832,2398,1661,1
5295,991,3503,1
1637,2073,742,0
3863,37,1311,0
4929,3369,1712,0
5025,1819,2184,1
4181,431,1965,1
4902,214,1201,0
735,2175,1883,1
19,2305,799,1
3047,2871,3032,1
4608,3566,1591,1
2880,1524,630,1
589,1114,1283,1
2201,2471,352,1
709,3270,962,1
4939,2181,127,1
2626,2970,3354,1
2533,1431,3600,1
3701,647,590,1
922,244,946,0
2100,1833,2468,0
4677,2170,1631,0
5665,3443,602,0
5180,1385,3537,1
1372,1,304,1
3906,397,2031,1
1638,3384,3145,1
3238,685,308,1
432,1133,1146,0
151,3489,1584,1
1582,82,169,0
765,3070,3019,1
136,1991,1598,0
2034,2486,1071,1
4070,3666,2106,1
666,2666,2236,0
926,1537,2223,1
1900,1975,286,0
4960,2382,3028,0
5371,2768,148,1
134,3010,1121,0
1064,3146,1969,0
2089,3419,1865,1
5948,2985,292,0
5963,2020,1565,1
2268,502,1386,1
3086,1035,2087,1
5719,665,1040,0
5575,2985,1186,1
4758,2099,3529,0
1297,1225,1900,1
4493,203,2709,1
3095,1693,3122,0
1108,2772,166,1
3843,3005,422,0
5777,1253,1013,0
3,3142,1471,0
1706,111,3301,0
2284,2936,405,1
4576,508,1545,1
5823,1900,2470,0
5478,3052,1555,1
5638,1986,1625,0
746,1886,980,0
2695,1631,2830,1
5339,1200,1103,0
4291,3553,241,1
2572,49,566,0
1691,3085,3620,1
4408,2648,3038,1
4333,532,3426,0
4145,520,301,1
718,2550,2476,1
2991,451,912,0
4792,169,1594,1
3017,581,909,1
5632,1249,2766,0
2018,2390,602,0
1172,3121,274,0
3487,926,2086,0
2797,206,1264,0
3452,366,649,0
1492,1671,3686,0
4589,1521,836,1
4208,1781,1844,0
3896,3195,202,0
748,1611,981,0
110,1168,2333,1
5693,2669,2620,0
2575,1271,207,1
2865,1773,2431,0
5150,523,1248,1
3093,3632,2115,0
3949,3373,975,0
2719,2119,3127,1
1783,3444,1602,1
3362,3214,3455,0
303,2386,139,1
298,256,2102,1
1378,3398,1723,0
918,2379,718,1
521,3422,21,1
363,398,1965,1
5037,366,586,0
3276,2458,2300,0
672,3652,2753,0
5509,2732,1567,1
1473,3158,299,1
3512,700,3521,0
1305,3289,129,0
5480,3063,2697,0
407,1950,189,0
760,372,3423,0
2288,2458,2129,0
2588,286,2693,0
2341,2364,2885,1
2810,1174,1804,0
5540,3119,2425,0
3510,3028,1311,0
3042,266,3210,0
2620,492,2790,1
421,94,2862,1
5327,3231,2722,0
3275,390,2899,1
367,630,2071,0
933,1095,624,1
5017,150,3015,1
2313,1286,2998,0
1125,3291,1083,1
5689,1505,1300,1
1353,1209,1670,0
4386,2797,641,0
3251,1858,676,0
5241,2039,3263,1
1184,3279,113,0
5959,3421,2065,1
767,353,2705,0
1810,639,3596,1
2750,3616,2804,1
3071,320,950,0
3909,1400,3635,0
2522,3380,2211,0
3901,3314,1521,1
924,118,2800,0
1273,948,2803,1
1704,3630,2468,0
4750,1154,926,0
1118,2416,746,1
3672,2708,884,0
3829,245,268,1
4685,1154,188,1
3610,2187,538,0
1414,566,2794,1
4555,3598,131,0
1883,2271,1188,0
5146,279,3066,1
4221,172,1645,0
5621,3605,2841,0
4418,3523,444,0
5440,3094,3235,1
2743,1115,1962,1
3352,1271,1833,1
2634,266,1427,1
2486,1732,1385,0
4997,1743,3104,1
1681,1631,3520,0
1630,694,3071,0
4037,3541,962,0
3041,1237,2088,0
2241,1285,2133,1
4258,634,2413,0
619,1562,215,0
5876,3541,1253,1
710,1957,2337,1
1881,832,155,1
2136,629,3590,0
5601,1545,2682,1
4769,1424,901,0
3460,669,2477,1
5931,281,2395,1
1383,1440,2862,0
1320,2880,1590,1
1041,691,2171,1
4765,1828,1133,0
1038,641,34,1
3517,3618,249,1
5090,2704,2705,1
3892,1023,3587,0
2462,2428,1670,1
4846,1910,2169,0
5322,318,1360,1
405,775,1804,1
163,35,654,1
420,287,941,0
562,3405,377,0
986,2934,954,1
5692,639,2836,0
1520,2993,1795,0
4144,1210,744,0
5904,1180,162,0
1738,2222,201,0
3121,3476,1680,1
4407,1466,763,1
2636,2229,1287,0
352,2164,3098,0
2942,2491,261,1
5431,3193,50,0
3954,2708,2227,0
4887,2598,2375,1
5720,307,1503,1
2057,3586,2425,0
2415,871,2458,1
2869,1667,3186,1
4783,342,1486,1
48,307,1974,0
4800,906,51,1
5391,3423,2511,1
1051,2123,2913,1
2971,2941,1645,1
2319,2353,3314,0
2933,2190,3246,1
1585,3684,2501,1
3955,533,1784,1
5134,2455,255,0
5181,226,1559,1
2150,1239,2970,0
3652,178,3430,0
449,345,2580,0
3777,1865,830,1
1007,2345,473,0
3513,3118,105,0
4626,2255,449,1
1142,82,3611,0
4772,487,2102,0
4455,2106,2625,1
5617,1998,1904,1
4458,300,49,0
4061,3423,2178,1
1425,3649,3702,0
297,3632,1037,0
5906,423,2113,0
3326,294,3549,1
4224,2760,226,0
5474,3149,2353,0
328,1684,2561,1
452,1473,3365,1
4668,2268,2557,0
5019,2875,777,0
5681,135,2149,1
1805,184,1627,0
3443,760,1694,0
1478,1653,1557,1
5076,985,2379,1
4791,1327,538,0
5628,1528,272,1
5607,3195,1773,0
3543,1419,2252,0
335,1264,1025,1
3731,969,728,1
2485,2682,1804,0
4425,630,1058,0
3660,3295,2394,1
3122,2151,1995,0
5979,775,3464,0
311,2207,3605,1
892,1419,2342,0
5433,2057,3418,1
4275,3261,3191,0
5648,241,1495,0
4676,1240,3398,1
2435,3687,310,0
239,183,2410,1
1505,3151,1788,1
830,2047,515,1
4241,1949,1159,1
5866,3125,3003,0
3568,191,3423,1
2495,1745,1064,0
3439,2442,1724,1
3682,3138,2324,1
4282,3402,1707,1
2176,3336,2287,0
3108,926,1486,1
3803,538,1019,1
811,3513,1108,1
1780,127,485,0
1699,2525,461,0
5254,3452,1557,0
4082,1431,2839,0
2356,2685,3138,0
3264,1178,3352,1
5527,192,1785,1
442,1950,1188,0
4316,3005,982,1
2067,531,3512,1
5620,1653,3284,1
2418,2830,219,1
2673,1993,1711,0
253,3008,299,1
3508,1894,1310,1
1978,2595,2902,0
1636,1662,3338,1
615,2846,2877,0
3828,1239,1381,0
4344,3622,781,1
4267,1617,549,0
5853,3360,1692,1
5941,2844,1218,1
4450,2212,3338,0
652,3584,127,1
5244,1911,2512,0
691,2664,2611,0
4503,2258,236,1
639,1119,302,0
3824,439,479,1
1271,2745,2984,1
5894,692,656,0
1722,2804,2272,0
11,296,2401,1
5497,1847,501,1
3155,3106,126,1
1177,1871,3015,0
2401,1354,1015,1
862,1839,1841,1
1162,1833,676,0
867,685,353,1
4803,884,1715,1
2818,2626,3027,0
3037,1495,1938,1
3145,2971,1946,0
1384,1487,80,1
2354,2186,3062,1
5708,2304,3126,1
1382,2243,2936,1
4547,3505,814,1
988,3192,3405,1
1736,1247,274,1
4080,473,496,0
5404,710,1654,0
3727,265,784,1
1212,286,2944,0
2645,3509,287,0
5594,1895,1112,0
4413,214,49,0
2309,1011,2465,0
1165,1642,453,0
4197,3529,814,1
1777,2773,940,1
2871,3387,574,0
634,1071,3316,1
3915,2750,3400,1
958,2913,2291,0
1229,1267,1480,0
3893,2809,3409,1
3756,2546,2381,0
856,3435,2954,1
4039,1317,3231,1
1044,2688,3003,1
3186,3062,1930,1
4754,264,1989,1
114,1760,3668,0
4098,2671,2867,1
1964,494,810,1
3059,132,3571,1
5871,148,3419,0
2554,2261,917,1
4825,316,3092,1
2846,3257,2476,1
923,3321,1127,1
4308,1578,2102,0
56,1144,639,1
5083,3157,3137,1
4440,1066,2472,0
825,1926,1336,0
4038,2121,447,0
2440,2150,397,1
3317,386,1230,1
2581,3575,1636,1
3383,191,2908,1
664,1629,3266,0
2163,3018,1905,1
3515,1462,3629,1
4035,3329,2210,1
3231,3330,2205,1
1841,3175,3429,0
5434,2917,3365,1
2366,2422,116,0
745,902,2803,0
5486,3566,3053,0
502,1875,942,1
4940,1574,2372,1
2426,1849,3252,1
3413,18,2546,0
2310,2174,962,1
5753,267,736,1
524,2458,194,0
2852,1454,766,1
478,2563,1733,1
3938,3158,3610,0
5849,60,2976,1
3873,1557,2908,0
1644,3015,385,1
69,844,2843,0
658,3441,104,0
3105,471,2100,1
1821,406,2977,0
2932,1833,2849,0
4957,2282,995,0
1914,678,2956,0
3453,173,3015,0
4315,1,266,0
5088,2170,943,0
2697,320,641,1
243,1947,2659,0
181,2422,2322,1
4292,1155,1888,0
4491,1461,900,0
4808,2303,1597,1
4662,168,195,0
3845,2987,1008,0
288,2462,2764,1
1792,3578,2604,0
4532,3606,2971,1
534,3031,1284,0
150,967,3224,0
219,1361,935,1
3880,2258,3523,1
2819,2777,3562,1
5444,1912,405,1
863,1062,2165,1
4381,3409,2164,1
1758,2972,1809,1
3475,1874,2822,0
3890,3117,1006,0
5606,1995,2306,1
451,1557,3575,1
1700,348,639,1
5519,2431,3296,0
2301,507,3378,0
5729,820,2993,0
605,2378,2800,0
1759,431,2626,0
730,1891,839,1
2347,1855,3652,1
3065,1847,1486,1
5555,3398,721,1
3290,622,745,1
5896,2449,2167,1
1885,223,1635,0
4782,3330,949,1
413,702,1635,0
5341,1078,1016,0
4209,3681,2694,1
4245,824,3035,1
4326,2099,425,1
1263,62,2679,1
2221,1899,3224,0
2670,489,2608,1
3376,3288,3246,0
1982,1200,888,0
1432,2909,2333,1
5645,2032,227,1
2700,948,1653,0
1485,2900,3268,0
14,673,1438,1
5123,418,639,0
3331,3620,3552,1
4467,245,1109,0
1620,40,3489,0
983,887,265,0
315,359,1421,1
1394,1801,1201,1
869,3438,1965,1
5128,1833,2913,0
4755,2517,2034,0
2790,2986,3665,1
2003,3112,26,0
108,1749,70,0
1010,479,1101,1
4921,296,299,1
3710,2971,3008,0
1527,2531,1683,1
4814,3541,1315,0
1526,2551,3341,1
3674,3008,1611,1
4811,2263,3243,1
2098,3088,199,0
229,1344,1267,0
3683,2999,1607,0
5265,1992,1444,0
751,274,2028,0
4307,1617,307,1
485,1089,753,0
2878,2151,2224,0
1181,222,744,0
2508,2680,1358,0
2358,1231,3337,0
1456,1345,2705,0
3214,1038,3673,0
4545,307,127,1
3211,678,2638,0
2922,3292,2088,1
1476,1830,1051,1
3320,3632,2990,0
5687,3237,1611,1
5121,2329,3554,1
940,2374,2867,0
2498,405,2889,0
251,3123,2860,0
707,538,837,1
5882,3595,3374,0
2843,2439,1670,1
5422,405,3364,1
4656,731,2609,1
5237,814,2140,0
191,690,3673,1
703,855,3629,1
2863,1271,1252,0
512,3271,1243,0
1068,3687,2471,1
4624,3119,2797,0
1713,274,227,1
2086,2944,3209,1
3311,2413,2014,1
5449,2832,1069,0
564,241,1864,0
1407,2683,2041,0
2351,1222,1796,0
1250,3322,2326,1
3226,763,490,0
2557,422,1662,1
3926,2080,1221,0
5026,3062,3131,0
3216,2722,473,1
5952,745,577,0
5955,1706,3173,0
1966,1829,2293,1
3916,1417,3218,1
5985,819,1155,1
2202,3460,1240,1
4984,1832,1438,1
1237,2808,2660,0
1389,1775,1612,0
5473,424,2491,1
5145,2622,192,1
5810,3055,639,1
3748,1760,2283,0
5577,718,967,0
1183,3176,1587,0
1632,2030,528,1
943,3615,1332,1
4806,2211,147,0
930,287,1451,1
2046,2167,399,0
4139,342,179,0
5441,236,3436,0
2639,3555,3419,0
3752,2654,1220,1
379,639,358,1
1292,880,1378,1
3820,3339,3518,0
1209,1161,1008,1
895,3595,2416,0
4999,8,2039,0
5188,1290,2705,0
1244,1584,90,0
2526,2394,3287,1
5152,1509,2165,0
1097,1385,1327,0
4507,3304,2411,1
1072,3492,2409,0
5816,166,1112,0
3554,1278,3517,1
649,1239,1988,0
4178,1512,678,0
1709,601,3667,0
1120,1598,3704,1
1233,3329,1411,0
4712,1573,3075,0
913,648,938,1
5281,2847,2626,1
1143,2241,1549,0
5137,3235,3144,0
16,345,3427,0
2306,2286,2240,1
40,2508,1240,0
4451,1001,199,0
3164,2099,3496,0
2214,3147,2241,0
5069,747,1500,1
3332,1719,3586,0
4856,1591,2320,1
3284,2037,3686,0
4159,3494,480,0
1987,1503,413,0
1111,1156,3071,1
139,308,591,1
1472,2660,3477,1
378,3471,309,1
4514,521,2764,1
1420,1784,2679,0
4871,2194,1986,1
3765,2557,663,0
324,1486,2180,1
925,1226,2608,1
4660,1539,3151,1
5659,3365,849,1
3123,1172,1594,0
2652,3018,3361,0
2758,2761,3687,0
2186,3367,3084,1
5895,1710,1749,1
3516,163,840,1
165,2400,1900,0
5682,565,3546,0
1979,1786,3598,0
2804,1996,2169,1
2062,1174,2204,0
4927,3392,119,1
3104,1642,1652,1
3905,1753,1611,1
3265,1475,3072,0
3159,3363,2559,0
4045,1670,2793,1
1074,56,1014,0
3714,2709,3346,1
1091,2597,679,1
5490,1456,3402,1
5945,2839,2175,0
386,924,1519,1
3334,2417,3681,0
5212,1589,223,0
5320,752,1092,1
316,2098,3106,1
1090,2741,540,0
2788,234,2805,0
2429,3128,956,0
4231,122,2597,0
5118,2676,446,0
1285,1339,3031,1
2545,396,1117,1
4312,3415,1373,0
4701,1858,3006,1
1858,2777,3525,0
5127,3235,2538,1
1913,3353,2823,0
2929,698,2462,0
4,750,2013,1
2664,538,1930,1
3271,2308,1102,1
5582,1788,3477,0
2553,538,3088,1
2888,2333,1946,0
973,899,3373,1
2424,1945,3523,0
5581,918,3300,0
1573,292,1254,1
837,428,2154,1
5724,448,2857,1
4865,3499,2582,1
1230,1849,246,1
4428,50,1722,0
1789,3685,3365,1
390,3640,1826,1
366,935,3387,1
5722,85,117,0
5116,3083,775,1
5740,1059,509,1
4005,1978,2259,1
677,3145,3005,0
5935,1931,239,0
1342,1248,2779,0
1001,2431,14,1
2357,2244,2013,1
3445,1155,2444,0
2920,453,1101,0
4663,150,701,1
3147,1075,1740,1
1203,192,2635,0
2194,2215,19,0
1397,435,3475,1
5335,3528,2675,0
1974,1883,398,0
5235,814,2267,1
2272,16,1341,1
4182,35,241,0
444,2013,3540,1
3671,2448,1099,1
5220,1037,1644,0
1109,156,2324,1
23,2772,1662,1
1332,3477,2016,0
5455,2344,1015,0
1360,1717,938,1
2873,127,3040,0
4087,2827,829,1
2105,2836,3143,0
4897,1369,653,1
1862,1272,648,0
4976,3615,3158,0
5514,2553,3537,1
5660,1891,3604,1
28,2446,2338,1
1990,1823,2304,1
24,2518,647,1
1679,1900,493,0
4321,1461,1710,0
2203,2541,3583,1
504,1844,2614,1
5971,2333,792,0
4776,352,2963,0
611,2518,3510,0
99,2763,1986,1
3694,3604,2454,0
233,1412,2390,0
1234,2102,2794,1
1458,1755,3681,0
5695,3106,3060,0
3530,1986,191,0
1161,3560,408,1
3080,2465,1631,1
2229,2284,1254,1
2836,2940,1631,0
2061,762,3009,1
1668,1218,1586,0
4745,1066,576,0
3640,2598,2113,1
1439,2932,2010,0
5192,2509,1771,1
548,995,271,1
5637,241,1652,1
5958,1537,2462,0
4531,2231,1121,0
3858,313,2886,1
2519,2980,905,1
4189,2815,2489,0
4374,2909,805,1
2659,249,1052,1
2047,3120,1393,0
2103,3100,1900,1
3307,102,1069,0
89,334,567,1
2463,1046,2993,1
667,2273,3041,1
234,711,564,1
3227,3486,1895,1
2834,1810,3282,0
1744,2515,3346,0
3587,1071,1581,0
145,1809,3704,0
1595,161,946,0
5498,3609,422,0
2004,2146,3003,1
1495,663,1049,1
1442,320,1348,1
2320,1926,243,0
4698,129,2817,0
330,2909,1480,0
1231,427,1786,0
5018,287,221,1
608,1397,1225,0
4066,2102,151,0
172,3018,1689,1
2721,1158,3286,0
959,3576,2190,0
4246,2760,2505,0
2823,2966,556,1
4877,1081,2034,0
3734,2363,2462,1
4173,1152,2827,0
3684,65,1598,0
2555,2184,1479,0
4813,26,1011,1
5656,3039,549,1
3218,2567,2641,1
3729,2853,2846,0
4834,3201,1361,1
5310,3353,2410,0
3644,2449,3234,1
5222,2608,756,0
5831,290,3265,0
1905,2628,989,0
5785,2220,1451,0
1045,1953,3696,0
5796,3218,2582,1
4268,26,1574,0
1642,312,2999,1
3114,127,817,0
2293,2071,1906,0
3855,1318,2805,1
857,170,1730,1
6024,202,779,0
4628,1338,1132,0
2712,3587,2085,0
2394,3492,3697,1
5024,25,2014,0
1310,704,763,1
4786,1642,3412,1
5342,1482,1872,1
1771,937,2211,1
1105,986,1201,0
5573,2101,2790,0
3792,1620,540,1
4954,192,1548,0
5525,3652,1728,0
3962,2986,1450,1
2376,3402,3470,0
768,135,2128,0
1365,2805,1137,1
541,3430,75,0
4156,1297,988,1
5027,3467,2232,0
3074,1037,1181,1
3007,2409,538,1
347,1495,2450,1
1080,1645,2433,0
2891,1486,58,0
1482,1770,184,0
3087,2445,2334,0
2251,3117,2336,1
2728,934,1253,0
4584,196,3193,0
2910,1927,299,1
5476,2066,12,0
3279,2452,1880,1
3996,3128,2735,1
5800,1911,1771,1
2445,1498,2374,1
3118,1662,3332,0
3201,1789,1773,0
358,3297,2050,0
3767,1096,2535,0
3574,1410,192,1
2987,3615,387,1
579,327,197,1
4472,3673,3652,1
3794,1307,1141,0
5313,1135,939,1
2230,2449,3604,1
1817,2766,365,0
238,326,1922,1
12,92,3154,0
5567,2401,304,1
3655,3500,695,1
2346,292,1310,1
5677,838,1238,1
4530,947,1174,0
1634,1312,2870,1
5399,1011,1185,0
2464,2197,319,1
1054,1986,3120,1
1890,2830,399,0
1720,225,1503,1
1786,394,2049,0
4212,2562,2582,0
635,2460,374,0
5108,3404,3238,0
4993,1790,2832,0
499,1695,1854,1
1193,2830,633,1
3232,3388,2226,0
2451,853,2772,0
1380,3429,1670,1
4585,168,2608,1
1578,822,1900,0
4456,3476,3470,0
1820,266,1752,0
5650,2990,3065,1
2676,2511,408,0
4370,2272,548,1
1968,1134,8,0
4975,2329,1209,1
2273,3635,1141,1
1793,1683,1259,1
4429,1325,1693,1
2396,1994,3703,1
2889,161,1629,1
3494,1131,1399,1
4979,3369,3276,0
2314,2555,853,1
3353,2462,858,0
1698,3583,2611,0
3173,3140,1175,0
1077,1371,2659,1
1719,2316,1091,1
4180,3499,3206,1
6003,1884,3163,1
2752,2731,1253,1
1782,3605,2163,1
4688,2351,406,1
1531,2810,2560,1
5456,795,2476,1
2709,3062,2518,0
2122,2030,3674,0
1400,1201,2592,1
4805,2288,1173,1
5910,1296,1869,0
411,1003,3004,0
5168,247,532,0
965,1874,755,0
1418,197,1448,1
1522,3666,3096,0
1323,1448,2205,0
409,3088,2332,0
670,1167,1281,0
3809,542,3142,1
5057,1237,397,0
4610,278,2362,1
533,287,57,1
2812,2592,2797,1
4273,3392,2136,1
423,2431,1829,0
4419,2699,1563,0
2219,2390,308,1
2131,1729,2815,1
1774,1537,408,1
4718,2045,1884,1
4165,2683,1577,1
939,1919,2776,1
1241,408,344,0
308,2399,405,1
2365,3423,348,1
333,1784,3141,0
2627,49,2680,1
4615,726,792,0
5899,1967,1095,1
1192,2862,2737,1
3779,1055,1438,0
5386,2659,274,0
4460,2815,1781,0
3704,2768,3635,0
3319,645,1676,0
3953,408,2329,0
2912,3625,535,1
3330,1775,771,0
3886,633,29,0
5961,845,3604,1
2851,1934,2990,1
3461,423,745,1
3069,1618,771,1
1554,2601,199,0
1598,1487,1428,1
10,3618,2203,1
6033,2278,463,0
1972,182,2046,1
4048,494,3680,0
4910,3216,2724,0
4777,820,2986,0
2907,1426,125,0
5156,269,2830,1
850,629,1221,1
2857,241,235,1
4971,592,1892,0
5667,3493,3595,1
5641,1788,1677,1
2900,2621,1325,0
4620,1524,1531,1
3402,2632,1524,1
6040,134,1492,0
3026,2333,1764,0
4717,2211,2737,1
5947,3208,3514,0
2527,1621,16,0
1711,1189,1063,1
218,2557,1795,0
5160,1236,985,0
2011,1610,2627,0
1101,3021,3194,1
3596,3666,2843,0
1208,2735,1780,0
4557,3314,2986,0
834,296,3570,0
1436,1616,1748,1
5696,874,641,1
2687,1576,1630,1
2334,3195,1586,1
4944,232,3392,1
1277,3522,2230,0
3781,60,2696,1
5811,1692,356,1
4534,672,2903,1
2475,1003,3319,0
4706,538,452,0
4853,2326,1949,0
773,120,361,1
5774,2391,90,1
1235,2568,307,0
4260,3214,127,1
5315,3359,2022,0
606,2538,2059,1
5824,473,1973,1
4340,2888,1227,1
4775,655,3605,1
3941,622,3523,1
3728,2246,968,1
2423,2327,1248,1
1941,127,155,0
1210,1471,2962,0
1269,2078,1344,1
1566,3070,3523,1
2893,1515,3003,0
2805,2465,278,1
982,452,3334,1
3776,2520,673,1
3946,254,1645,1
5453,1794,814,1
3423,2797,3673,0
3628,2378,405,1
1262,2803,2048,0
4986,1437,1002,1
3697,1218,3055,1
5956,959,3079,1
2621,405,827,0
5291,2247,3112,1
5676,3595,3208,1
944,1331,3614,1
1224,2402,1384,1
4549,1009,734,1
2854,962,1142,0
1755,2685,607,0
3730,3231,1848,1
505,3133,565,1
4083,43,1692,1
5534,1603,3108,0
5704,2400,648,0
1728,1192,1692,1
3191,3427,2971,1
2297,988,1923,0
3599,2667,2041,0
1959,1631,306,0
5461,338,335,1
4435,1228,3163,1
100,1590,3139,1
1497,854,1472,1
2381,1926,3428,0
683,3226,2091,1
5950,1631,3263,1
4237,2723,1066,1
2139,647,2998,1
2359,3291,1108,0
475,1836,1621,1
5379,1654,963,1
3621,299,500,1
1561,3327,1293,0
5302,267,3284,1
4726,800,3367,0
5569,1258,1611,0
4670,3018,371,1
1267,3676,521,0
5430,2555,1823,0
870,3387,1173,0
3393,932,352,0
4499,3577,3432,0
1610,1012,3020,0
5428,1740,2464,1
3678,3129,1743,0
5395,2135,3355,0
3709,2030,874,1
204,1236,34,0
1969,3350,2263,1
4911,937,396,0
5489,259,1338,1
4059,1397,1488,0
2384,1922,1170,0
5091,1380,3237,1
1523,3349,1560,1
4990,3461,2854,0
2200,1217,1922,0
5764,1722,3301,1
3895,3200,2678,0
1842,3274,1878,0
208,337,1020,0
5932,2147,1894,1
3491,1249,361,0
3898,1529,2499,1
3606,1268,957,0
5557,3128,1362,0
5545,2780,2680,0
5929,3552,3208,0
2979,2487,1493,0
1912,1442,2541,0
3492,1783,3547,1
4641,3450,3438,0
4949,2826,2633,1
185,2951,795,1
1606,448,1360,0
5690,3182,3238,1
3314,3338,2324,0
680,1164,429,0
1411,241,232,1
4727,2682,2516,0
2256,3128,1700,1
868,3555,1529,1
493,540,1829,0
2211,1922,745,1
3129,3365,118,0
574,1499,194,1
1715,2138,3293,1
2765,1737,665,1
276,3269,2722,0
2582,1679,1151,1
3354,3392,1089,0
4412,675,926,0
1423,622,557,1
2175,2972,3270,0
2052,2175,2897,1
5114,918,3202,0
399,664,3035,1
144,274,2316,0
1790,1394,313,0
3534,1130,2608,0
5193,3467,1830,0
2388,2101,3560,1
1266,751,631,0
2502,838,970,0
4751,3694,2585,0
4482,1522,583,0
4735,2111,3444,0
4843,3140,2739,1
4384,1775,119,0
2532,814,2643,0
540,3154,2112,1
2490,3119,1986,0
4099,875,3005,1
2031,1737,1648,1
4644,3627,1017,1
2637,412,2282,1
696,1176,473,0
3711,2083,1217,1
2164,781,2338,1
1799,273,1874,1
5614,1144,1963,1
3171,1816,3433,0
2183,3682,50,0
4401,1068,1809,0
1739,2475,2321,1
4938,995,2588,1
3522,133,1847,1
2590,1252,2205,1
2025,812,2946,0
1071,126,3497,0
4581,3195,2673,1
314,650,962,1
2316,2313,3523,1
462,3584,787,0
1060,3596,1900,0
4693,3519,1396,1
1788,729,926,0
112,192,3227,0
5266,1173,2697,0
3110,1594,2756,0
5202,2563,3057,0
1445,423,2304,0
2377,582,2783,1
4998,3085,2770,1
3215,2260,127,1
2680,1370,1614,0
1073,2563,2691,0
4213,262,3544,1
1164,3323,1003,1
2331,418,173,1
3719,3272,1115,0
214,121,2697,1
701,1325,3325,0
254,1855,183,0
460,851,388,1
507,1002,2828,0
728,1833,970,0
2609,1551,3620,1
890,1184,2688,0
2831,2527,449,1
3116,2099,2062,0
4463,639,2410,1
2078,1918,1741,0
5070,1807,1376,0
2425,3359,2633,0
3119,3092,842,0
4168,2412,2910,0
985,226,852,0
4965,2364,787,0
2129,3115,2389,0
1915,40,3014,0
5046,1727,641,1
2625,3003,2476,1
5670,3523,186,1
3981,2713,2455,1
1625,3567,2766,0
3255,1480,3328,1
1107,1128,2114,0
3430,349,145,0
1724,672,520,0
4311,1075,1631,0
5005,1583,1874,1
764,1591,1263,0
5982,1367,57,1
5730,1766,1306,0
1336,1148,161,1
1175,3048,307,0
1853,88,2271,0
3979,3388,2848,1
5173,1361,2996,0
20,2882,3209,1
4571,1957,655,1
972,3681,1104,1
2197,2817,1347,1
2647,3234,3605,1
5142,2754,1835,0
1388,1926,1614,1
4339,198,3295,1
4203,3621,860,0
4281,3389,2211,1
2493,2271,884,1
3258,1127,1684,0
1615,1311,2014,1
1180,2147,755,0
5355,2800,3571,1
1581,2140,995,1
1889,876,68,0
993,1996,3122,1
4392,3121,494,1
5840,2335,1760,1
1362,1387,405,1
5642,981,1584,1
2882,1577,2752,0
3669,2588,2282,1
1322,157,163,0
